10/27/2009,4:25:46 PM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/27/2009,10:10:46 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/27/2009,10:10:46 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/27/2009,7:31:11 AM,SceCli,Information,None,1704,N/A,ALPHA,Security policy in the Group policy objects has been applied successfully.
10/27/2009,3:55:46 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/27/2009,3:55:46 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/26/2009,9:40:46 PM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/26/2009,9:40:46 PM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/26/2009,3:29:48 PM,LoadPerf,Information,None,1000,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
10/26/2009,3:29:48 PM,LoadPerf,Information,None,1001,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
10/26/2009,3:26:56 PM,LoadPerf,Information,None,1000,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
10/26/2009,3:26:55 PM,LoadPerf,Information,None,1001,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
10/26/2009,3:26:03 PM,SceCli,Information,None,1704,N/A,ALPHA,Security policy in the Group policy objects has been applied successfully.
10/26/2009,3:26:00 PM,ESENT,Information,Logging/Recovery ,302,N/A,ALPHA,ntfrs (892) The database engine has successfully completed recovery steps.
10/26/2009,3:26:00 PM,ESENT,Information,Logging/Recovery ,301,N/A,ALPHA,ntfrs (892) The database engine has begun replaying logfile c:\winnt\ntfrs\jet\log\edb.log.
10/26/2009,3:25:59 PM,ESENT,Information,Logging/Recovery ,300,N/A,ALPHA,ntfrs (892) The database engine is initiating recovery steps.
10/26/2009,3:25:59 PM,ESENT,Information,General ,100,N/A,ALPHA,ntfrs (892) The database engine 5.02.3790.1830 started.
10/26/2009,3:25:47 PM,Microsoft Fax,Warning,Initialization/Termination ,32068,N/A,ALPHA,The outgoing routing rule is not valid because it cannot find a valid device. Check the routing rule configuration. Country/region code: '*' Area code: '*'
10/26/2009,3:25:47 PM,Microsoft Fax,Warning,Initialization/Termination ,32026,N/A,ALPHA,Fax Service failed to initialize any assigned fax devices. No faxes can be sent or received until a fax device is installed.
10/26/2009,3:25:47 PM,VMTools,Information,None,105,N/A,ALPHA,The service was started.
10/26/2009,3:25:46 PM,EventSystem,Information,None,4625,N/A,ALPHA,The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
10/26/2009,3:25:46 PM,MSDTC,Information,TM,4193,N/A,ALPHA,"MS DTC started with the following settings (OFF = 0 and ON = 1):  Security Configuration:      Network Administration of Transactions = 0,      Network Clients = 0,      Inbound Distributed Transactions using Native MSDTC Protocol = 0,      Outbound Distributed Transactions using Native MSDTC Protocol = 0,      Transaction Internet Protocol (TIP) = 0,      XA Transactions = 0  Filtering Duplicate events = 1"
10/26/2009,3:25:15 PM,ESENT,Information,General ,100,N/A,ALPHA,lsass (1152) The database engine 5.02.3790.1830 started.
10/23/2009,5:08:12 PM,crypt32,Warning,None,6,N/A,ALPHA,Reached crypt32 threshold of 50 events and will suspend logging for 60 minutes
10/23/2009,5:08:12 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:12 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:12 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:12 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:12 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:12 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:12 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:12 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:11 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:08 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:02 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:02 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:02 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:02 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:02 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:00 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:00 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/23/2009,5:08:00 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: The server name or address could not be resolved
"
10/23/2009,3:06:18 PM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/23/2009,3:06:18 PM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/23/2009,11:26:41 AM,SceCli,Information,None,1704,N/A,ALPHA,Security policy in the Group policy objects has been applied successfully.
10/23/2009,8:51:18 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/23/2009,8:51:18 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/23/2009,2:36:18 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/23/2009,2:36:18 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/22/2009,8:25:20 PM,LoadPerf,Information,None,1000,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
10/22/2009,8:25:20 PM,LoadPerf,Information,None,1001,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
10/22/2009,8:21:31 PM,ESENT,Information,Logging/Recovery ,302,N/A,ALPHA,ntfrs (228) The database engine has successfully completed recovery steps.
10/22/2009,8:21:31 PM,ESENT,Information,Logging/Recovery ,301,N/A,ALPHA,ntfrs (228) The database engine has begun replaying logfile c:\winnt\ntfrs\jet\log\edb.log.
10/22/2009,8:21:31 PM,ESENT,Information,Logging/Recovery ,300,N/A,ALPHA,ntfrs (228) The database engine is initiating recovery steps.
10/22/2009,8:21:30 PM,ESENT,Information,General ,100,N/A,ALPHA,ntfrs (228) The database engine 5.02.3790.1830 started.
10/22/2009,8:21:18 PM,Microsoft Fax,Warning,Initialization/Termination ,32068,N/A,ALPHA,The outgoing routing rule is not valid because it cannot find a valid device. Check the routing rule configuration. Country/region code: '*' Area code: '*'
10/22/2009,8:21:18 PM,Microsoft Fax,Warning,Initialization/Termination ,32026,N/A,ALPHA,Fax Service failed to initialize any assigned fax devices. No faxes can be sent or received until a fax device is installed.
10/22/2009,8:21:18 PM,VMTools,Information,None,105,N/A,ALPHA,The service was started.
10/22/2009,8:21:18 PM,EventSystem,Information,None,4625,N/A,ALPHA,The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
10/22/2009,8:21:18 PM,MSDTC,Information,TM,4193,N/A,ALPHA,"MS DTC started with the following settings (OFF = 0 and ON = 1):  Security Configuration:      Network Administration of Transactions = 0,      Network Clients = 0,      Inbound Distributed Transactions using Native MSDTC Protocol = 0,      Outbound Distributed Transactions using Native MSDTC Protocol = 0,      Transaction Internet Protocol (TIP) = 0,      XA Transactions = 0  Filtering Duplicate events = 1"
10/22/2009,8:20:47 PM,ESENT,Information,General ,100,N/A,ALPHA,lsass (616) The database engine 5.02.3790.1830 started.
10/22/2009,7:24:34 PM,SceCli,Information,None,1704,N/A,ALPHA,Security policy in the Group policy objects has been applied successfully.
10/22/2009,7:18:04 PM,LoadPerf,Information,None,1000,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
10/22/2009,7:18:04 PM,LoadPerf,Information,None,1001,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
10/22/2009,7:14:16 PM,ESENT,Information,General ,100,N/A,ALPHA,ntfrs (416) The database engine 5.02.3790.1830 started.
10/22/2009,7:14:00 PM,Microsoft Fax,Warning,Initialization/Termination ,32068,N/A,ALPHA,The outgoing routing rule is not valid because it cannot find a valid device. Check the routing rule configuration. Country/region code: '*' Area code: '*'
10/22/2009,7:14:00 PM,Microsoft Fax,Warning,Initialization/Termination ,32026,N/A,ALPHA,Fax Service failed to initialize any assigned fax devices. No faxes can be sent or received until a fax device is installed.
10/22/2009,7:14:00 PM,VMTools,Information,None,105,N/A,ALPHA,The service was started.
10/22/2009,7:13:59 PM,EventSystem,Information,None,4625,N/A,ALPHA,The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
10/22/2009,7:13:59 PM,MSDTC,Information,TM,4193,N/A,ALPHA,"MS DTC started with the following settings (OFF = 0 and ON = 1):  Security Configuration:      Network Administration of Transactions = 0,      Network Clients = 0,      Inbound Distributed Transactions using Native MSDTC Protocol = 0,      Outbound Distributed Transactions using Native MSDTC Protocol = 0,      Transaction Internet Protocol (TIP) = 0,      XA Transactions = 0  Filtering Duplicate events = 1"
10/22/2009,7:13:28 PM,ESENT,Information,General ,100,N/A,ALPHA,lsass (656) The database engine 5.02.3790.1830 started.
10/22/2009,7:12:25 PM,SceCli,Information,None,1701,N/A,ALPHA,sclgntfy.dll was registered to create default domain group policy objects.
10/22/2009,7:12:25 PM,SceCli,Information,None,1500,N/A,ALPHA,Security configuration was backed up to C:\WINNT\security\templates\DC security.inf.
10/22/2009,7:12:05 PM,ESENT,Information,General ,101,N/A,ALPHA,lsass (704) The database engine stopped.
10/22/2009,7:12:02 PM,LoadPerf,Information,None,1000,N/A,ALPHA,Performance counters for the NTDS (NTDS) service were loaded successfully. The Record Data contains the new index values assigned to this service.
10/22/2009,7:12:00 PM,ESENT,Information,General ,100,N/A,ALPHA,lsass (704) The database engine 5.02.3790.1830 started.
10/22/2009,7:07:52 PM,LoadPerf,Information,None,1000,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
10/22/2009,7:07:52 PM,LoadPerf,Information,None,1001,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
10/22/2009,6:59:03 PM,LoadPerf,Information,None,1000,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
10/22/2009,6:59:03 PM,LoadPerf,Information,None,1001,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
10/22/2009,6:55:06 PM,SceCli,Information,None,1704,N/A,ALPHA,Security policy in the Group policy objects has been applied successfully.
10/22/2009,6:55:02 PM,Microsoft Fax,Warning,Initialization/Termination ,32068,N/A,ALPHA,The outgoing routing rule is not valid because it cannot find a valid device. Check the routing rule configuration. Country/region code: '*' Area code: '*'
10/22/2009,6:55:02 PM,Microsoft Fax,Warning,Initialization/Termination ,32026,N/A,ALPHA,Fax Service failed to initialize any assigned fax devices. No faxes can be sent or received until a fax device is installed.
10/22/2009,6:55:01 PM,VMTools,Information,None,105,N/A,ALPHA,The service was started.
10/22/2009,6:54:58 PM,EventSystem,Information,None,4625,N/A,ALPHA,The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
10/22/2009,6:54:57 PM,MSDTC,Information,TM,4193,N/A,ALPHA,"MS DTC started with the following settings (OFF = 0 and ON = 1):  Security Configuration:      Network Administration of Transactions = 0,      Network Clients = 0,      Inbound Distributed Transactions using Native MSDTC Protocol = 0,      Outbound Distributed Transactions using Native MSDTC Protocol = 0,      Transaction Internet Protocol (TIP) = 0,      XA Transactions = 0  Filtering Duplicate events = 1"
10/22/2009,6:54:57 PM,MSDTC,Warning,SVC,53258,N/A,ALPHA,MS DTC could not correctly process a DC Promotion/Demotion event. MS DTC will continue to function and will use the existing security settings. Error Specifics: %1
10/22/2009,6:54:57 PM,MSDTC,Warning,SVC,53258,N/A,ALPHA,"MS DTC could not correctly process a DC Promotion/Demotion event. MS DTC will continue to function and will use the existing security settings. Error Specifics: d:\srvrtm\com\complus\dtc\dtc\adme\uiname.cpp:9280, Pid: 1460
No Callstack,
 CmdLine: C:\WINNT\System32\msdtc.exe"
10/22/2009,6:54:57 PM,MSDTC,Information,SVC,4144,N/A,ALPHA,MS DTC has detected that a DC Demotion has happened since the last time the MS DTC service was started.
10/22/2009,6:54:02 PM,ESENT,Information,General ,101,N/A,ALPHA,lsass (608) The database engine stopped.
10/22/2009,6:52:47 PM,Userenv,Error,None,1054,NT AUTHORITY\SYSTEM,ALPHA,Windows cannot obtain the domain controller name for your computer network. (The specified domain either does not exist or could not be contacted. ). Group Policy processing aborted. 
10/22/2009,6:51:10 PM,SceCli,Information,None,1500,N/A,ALPHA,Security configuration was backed up to C:\WINNT\security\templates\setup security.inf.
10/22/2009,6:50:36 PM,ESENT,Information,General ,101,N/A,ALPHA,ntfrs (2336) The database engine stopped.
10/22/2009,6:47:54 PM,ESENT,Information,General ,100,N/A,ALPHA,ntfrs (2336) The database engine 5.02.3790.1830 started.
10/22/2009,6:47:53 PM,ESENT,Information,General ,101,N/A,ALPHA,ntfrs (252) The database engine stopped.
10/22/2009,6:47:44 PM,Userenv,Error,None,1054,NT AUTHORITY\SYSTEM,ALPHA,Windows cannot obtain the domain controller name for your computer network. (The specified domain either does not exist or could not be contacted. ). Group Policy processing aborted. 
10/22/2009,5:46:27 PM,LoadPerf,Information,None,1000,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
10/22/2009,5:46:27 PM,LoadPerf,Information,None,1001,N/A,ALPHA,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
10/22/2009,5:42:43 PM,ESENT,Information,Logging/Recovery ,302,N/A,ALPHA,ntfrs (252) The database engine has successfully completed recovery steps.
10/22/2009,5:42:42 PM,ESENT,Information,Logging/Recovery ,301,N/A,ALPHA,ntfrs (252) The database engine has begun replaying logfile c:\winnt\ntfrs\jet\log\edb.log.
10/22/2009,5:42:42 PM,ESENT,Information,Logging/Recovery ,300,N/A,ALPHA,ntfrs (252) The database engine is initiating recovery steps.
10/22/2009,5:42:42 PM,ESENT,Information,General ,100,N/A,ALPHA,ntfrs (252) The database engine 5.02.3790.1830 started.
10/22/2009,5:42:26 PM,Microsoft Fax,Warning,Initialization/Termination ,32068,N/A,ALPHA,The outgoing routing rule is not valid because it cannot find a valid device. Check the routing rule configuration. Country/region code: '*' Area code: '*'
10/22/2009,5:42:26 PM,Microsoft Fax,Warning,Initialization/Termination ,32026,N/A,ALPHA,Fax Service failed to initialize any assigned fax devices. No faxes can be sent or received until a fax device is installed.
10/22/2009,5:42:25 PM,VMTools,Information,None,105,N/A,ALPHA,The service was started.
