StarId,StarName
4970897.063,V0393 Cep 
4971920.33,DU    Ser 
4972943.596,AC    Lac 
4973966.862,V1644 Aql 
4974990.128,OO    Aql 
4976013.394,V2123 Oph 
4977036.66,V0498 Hya 
4978059.926,V1055 Per 
4979083.192,KN    Mon 
4980106.458,EK    Oct 
4981129.724,V0459 Cas 
4982152.99,V0351 Leo 
4983176.256,V1017 Cyg 
4984199.523,V0632 Her 
4985222.789,QX    Per 
4986246.055,YY    LMi 
4987269.321,V0815 Ori 
4988292.587,V0546 Vir 
4989315.853,V0528 Per 
4990339.119,HZ    UMa 
4991362.385,SY    Scl 
4992385.651,V0350 Lib 
4993408.917,V0368 Dra 
4994432.183,BC    Col 
4995455.45,V1565 Sco 
4996478.716,DQ    Lup 
4997501.982,FS    Del 
4998525.248,V0386 Aur 
4999548.514,EP    UMa 
5000571.78,V0343 Mon 
5001595.046,V0405 Cen 
5002618.312,V1589 Cyg 
5003641.578,ER    Lup 
5004664.844,HH    Cha
5005688.11,V0364 CVn 
5006711.376,CT    UMa 
5007734.643,V0342 Aqr 
5008757.909,X     Hor 
5009781.175,V1028 Sco 
5010804.441,QX    Peg 
5011827.707,V0657 Vir 
5012850.973,BQ    CMi 
5013874.239,XZ    Lac 
5014897.505,GX    Leo 
5015920.771,V0373 Boo 
5016944.037,BR    Gem 
5017967.303,V0455 Vul 
5018990.569,V1860 Cyg 
5020013.836,IW    Vir 
5021037.102,V0539 Per 
5022060.368,FN    Sge 
5023083.634,V0976 Mon 
5024106.9,AE    Cet 
5025130.166,IT    And 
5026153.432,RX    Men 
5027176.698,MW    Lib 
5028199.964,DW    Cen 
5029223.23,V0825 Oph 
5030246.496,V1071 Aql 
5031269.763,LQ    Cam 
5032293.029,NR    Car 
5033316.295,V1435 Cen 
5034339.561,AY    Tel 
5035362.827,GL    UMa 
5036386.093,V0613 Per 
5037409.359,LT    Lup 
5038432.625,DF    Hyi 
5039455.891,V0421 Gem 
5040479.157,V2597 Cyg 
5041502.423,CV    Sco 
5042525.689,V6374 Sgr 
5043548.956,NX    Vel 
5044572.222,V3338 Oph 
5045595.488,YY    Ret 
5046618.754,GI    Lup 
5047642.02,SS    TrA 
5048665.286,V0758 Cen 
5049688.552,V1017 Ara 
5050711.818,V1614 Aql 
5051735.084,FS    Sco 
5052758.35,AQ    Sge 
5053781.616,QW    Gem 
5054804.883,V1053 Her 
5055828.149,SX    Cet 
5056851.415,V0732 Lac 
5057874.681,V1044 Ara 
5058897.947,V0344 And 
5059921.213,ST    Aqr 
5060944.479,V0972 Cen 
5061967.745,V0714 Sgr 
5062991.011,DF    Sgr 
5064014.277,V0374 Del 
5065037.543,V0830 Ori 
5066060.809,V0539 Aur 
5067084.076,EL    CVn 
5068107.342,V1356 Sgr 
5069130.608,V1379 Sgr 
5070153.874,UW    Ser 
5071177.14,LT    Ara 
5072200.406,V0521 Aur 
5073223.672,BQ    Sct 
5074246.938,V0466 Aps 
5075270.204,V4821 Sgr 
5076293.47,IU    Oph 
5077316.736,V0552 Car 
5078340.003,EE    Hya 
5079363.269,V5846 Sgr 
5080386.535,IX    Sge 
5081409.801,PZ    Mon 
5082433.067,BS    Oct 
5083456.333,V0826 Her 
5084479.599,V3137 Sgr 
5085502.865,V0510 Aqr 
5086526.131,IT    Aps 
5087549.397,FG    Aur 
5088572.663,V0404 Gem 
5089595.929,V0895 Cen 
5090619.196,V1092 Ori 
5091642.462,V     Com 
5092665.728,KP    Aps 
5093688.994,V3930 Sgr 
5094712.26,V2520 Cyg 
5095735.526,V0822 Aur 
5096758.792,V1238 Her 
5097782.058,V2797 Ori 
5098805.324,S     Pyx 
5099828.59,V0894 Cep 
5100851.856,V1018 Aql 
5101875.123,EG    Sge 
5102898.389,FP    Cru 
5103921.655,WW    Sge 
5104944.921,AT    Aur 
5105968.187,V0844 Cen 
5106991.453,zet   Phe 
5108014.719,V2367 Ori 
5109037.985,V0927 Cen 
5110061.251,V0659 Vir 
5111084.517,OT    Cam 
5112107.783,BQ    Mon 
5113131.049,V1149 Ara 
5114154.316,V0875 Ara 
5115177.582,V0339 Cep 
5116200.848,V6042 Sgr 
5117224.114,V0672 Ara 
5118247.38,V0467 Ser 
5119270.646,V0403 Oph 
5120293.912,IP    Vel 
5121317.178,V0534 Vir 
5122340.444,RR    Mus 
5123363.71,S     Mon 
5124386.976,AX    Cam 
5125410.243,V0372 Cep 
5126433.509,V0448 Aps 
5127456.775,V0664 Her 
5128480.041,RZ    Men 
5129503.307,BW    Sco 
5130526.573,KN    Vir 
5131549.839,V4218 Oph 
5132573.105,V1516 Her 
5133596.371,V0867 Her 
5134619.637,V4148 Sgr 
5135642.903,V0952 Her 
5136666.169,V3303 Sgr 
5137689.436,AN    Ari 
5138712.702,V6487 Sgr 
5139735.968,V0783 Mon 
5140759.234,CS    Lyr 
5141782.5,V0379 Ser 
5142805.766,V0383 Gem 
5143829.032,CZ    Sco 
5144852.298,VY    Gem 
5145875.564,V1429 Cen 
5146898.83,V2670 Sgr 
5147922.096,RR    Aqr 
5148945.362,WY    Oph 
5149968.629,VY    Per 
5150991.895,V1210 Cas 
5152015.161,V0573 Cyg 
5153038.427,V0490 Cas 
5154061.693,CV    Tuc 
5155084.959,V0686 Cyg 
5156108.225,UX    CMa 
5157131.491,V2202 Cyg 
5158154.757,V0483 Vul 
5159178.023,V1359 Cen 
5160201.289,V0998 Mon 
5161224.556,MU    Cas 
5162247.822,V1418 Cyg 
5163271.088,BM    Cnc 
5164294.354,EX    Car 
5165317.62,BD    Phe 
5166340.886,BT    Pyx 
5167364.152,V1462 Cen 
5168387.418,V5627 Sgr 
5169410.684,V0514 Tel 
5170433.95,V0464 Pav 
5171457.216,V0963 Cyg 
5172480.482,V0349 CVn 
5173503.749,V5726 Sgr 
5174527.015,V1897 Cyg 
5175550.281,V1239 Cas 
5176573.547,V0715 Hya 
5177596.813,V1917 Ori 
5178620.079,BK    CMi 
5179643.345,V0380 Hya 
5180666.611,V0791 Ara 
5181689.877,V0574 Car 
5182713.143,V1771 Cyg 
5183736.409,T     Ant 
5184759.676,V1536 Aql 
5185782.942,V0871 Sgr 
5186806.208,V5876 Sgr 
5187829.474,ZZ    Gru 
5188852.74,BQ    Lep 
5189876.006,V0520 Cep 
5190899.272,HU    CVn 
5191922.538,TV    Cam 
5192945.804,V1579 Aql 
5193969.07,W     Gru 
5194992.336,V0421 Aur 
5196015.602,V0454 Tel 
5197038.869,V0346 TrA 
5198062.135,V0978 Aql 
5199085.401,V5375 Sgr 
5200108.667,V1402 Cen 
5201131.933,AF    Ari 
5202155.199,IT    Aqr 
5203178.465,EY    Vir 
5204201.731,KQ    Per 
5205224.997,V0560 Per 
5206248.263,V2241 Oph 
5207271.529,V0590 Cen 
5208294.796,IQ    Aql 
5209318.062,GZ    Sct 
5210341.328,V0761 Peg 
5211364.594,V1119 Cen 
5212387.86,CT    Sct 
5213411.126,RY    Psc 
5214434.392,V0413 Per 
5215457.658,V1102 Cen 
5216480.924,V1418 Sco 
5217504.19,V1243 Oph 
5218527.456,TU    CMi 
5219550.722,DT    Nor 
5220573.989,V0424 Sco 
5221597.255,QU    Her 
5222620.521,KK    Nor 
5223643.787,V0830 Car 
5224667.053,CX    Ori 
5225690.319,RW    Tel 
5226713.585,V1666 Her 
5227736.851,V1080 Sgr 
5228760.117,V1400 Oph 
5229783.383,V1991 Sgr 
5230806.649,V1364 Cen 
5231829.916,Y     Tau 
5232853.182,OO    Tau 
5233876.448,V1666 Cen 
5234899.714,QR    CVn 
5235922.98,V1609 Aql 
5236946.246,GL    Leo 
5237969.512,FR    UMa 
5238992.778,V0645 Pup 
5240016.044,DF    Aqr 
5241039.31,EH    Pup 
5242062.576,V1025 Cen 
5243085.842,V1902 Aql 
5244109.109,NN    Lyr 
5245132.375,V1339 Oph 
5246155.641,V0756 Mon 
5247178.907,V0751 Peg 
5248202.173,EQ    TrA 
5249225.439,V1608 Sgr 
5250248.705,CL    Lup 
5251271.971,V0713 Sco 
5252295.237,V1737 Sgr 
5253318.503,V0495 Ara 
5254341.769,AU    Per 
5255365.036,V1233 Ori 
5256388.302,V0492 Cep 
5257411.568,V0487 Lyr 
5258434.834,V0784 Ara 
5259458.1,V2720 Sgr 
5260481.366,V0362 Nor 
5261504.632,V2923 Oph 
5262527.898,PW    Oph 
5263551.164,V2909 Oph 
5264574.43,V0736 Cyg 
5265597.696,V4877 Sgr 
5266620.962,V1675 Cen 
5267644.229,V1564 Ori 
5268667.495,V1772 Ori 
5269690.761,BP    Sct 
5270714.027,KQ    Cas 
5271737.293,CY    Cha
5272760.559,V0461 Ori 
5273783.825,GY    Eri 
5274807.091,EG    Cam 
5275830.357,EZ    Aql 
5276853.623,V0650 Peg 
5277876.889,AY    Eri 
5278900.156,CT    Tuc 
5279923.422,LT    Lyr 
5280946.688,HL    Mus 
5281969.954,AX    Per 
5282993.22,V0828 CrA 
5284016.486,NU    Gem 
5285039.752,V0673 Car 
5286063.018,V0719 Mon 
5287086.284,DQ    Tel 
5288109.55,CC    Vir 
5289132.816,EK    Cha
5290156.082,CT    Aqr 
5291179.349,V2753 Oph 
5292202.615,V0360 Ser 
5293225.881,LU    Sct 
5294249.147,BY    Psc 
5295272.413,V0850 Per 
5296295.679,V0641 Hya 
5297318.945,V0511 Lac 
5298342.211,V0889 Sco 
5299365.477,V2559 Ori 
5300388.743,V0739 Vir 
5301412.009,AQ    Ori 
5302435.275,V1359 Cas 
5303458.542,V6469 Sgr 
5304481.808,V0602 Ara 
5305505.074,TW    Cae 
5306528.34,V1035 Cas 
5307551.606,V0583 Ser 
5308574.872,DF    Com 
5309598.138,CW    Cyg 
5310621.404,V1274 Cen 
5311644.67,RT    Sex 
5312667.936,V1638 Cyg 
5313691.202,V0506 CrA 
5314714.469,CV    CMi 
5315737.735,V0716 Aur 
5316761.001,NW    Peg 
5317784.267,V1678 Cyg 
5318807.533,V1120 Cyg 
5319830.799,V0955 Sco 
5320854.065,XZ    Cir
5321877.331,V2102 Sgr 
5322900.597,V0565 Nor 
5323923.863,V3416 Oph 
5324947.129,V0588 Car 
5325970.395,V1083 Cen 
5326993.662,V0833 Lac 
5328016.928,PT    Her 
5329040.194,V0427 Cep 
5330063.46,V1606 Her 
5331086.726,BW    Ara 
5332109.992,U     For 
5333133.258,V0791 Lyr 
5334156.524,V1228 Ori 
5335179.79,V1885 Cyg 
5336203.056,V0629 Mon 
5337226.322,V5608 Sgr 
5338249.589,RV    Sco 
5339272.855,V0430 Aur 
5340296.121,CO    Pup 
5341319.387,V0627 Aql 
5342342.653,V1064 Cen 
5343365.919,V0505 Aps 
5344389.185,FO    Psc 
5345412.451,V1081 Ori 
5346435.717,AG    Mon 
5347458.983,V1574 Sgr 
5348482.249,V0630 Ori 
5349505.515,V0335 Nor 
5350528.782,RZ    Vol 
5351552.048,V3406 Oph 
5352575.314,TV    Hya 
5353598.58,CV    Eri 
5354621.846,BD    Vir 
5355645.112,V2324 Sgr 
5356668.378,V1098 Cen 
5357691.644,II    Aqr 
5358714.91,V1250 Tau 
5359738.176,V5988 Sgr 
5360761.442,V4254 Sgr 
5361784.709,T     Cen 
5362807.975,V0376 Mus 
5363831.241,SU    Col 
5364854.507,V1057 Cen 
5365877.773,V3667 Sgr 
5366901.039,EZ    Sct 
5367924.305,V2219 Cyg 
5368947.571,KP    Lib 
5369970.837,V0779 Ara 
5370994.103,V1353 Oph 
5372017.369,IK    And 
5373040.635,PS    Ori 
5374063.902,IU    Car 
5375087.168,V0974 Her 
5376110.434,V0444 Aql 
5377133.7,V0336 Sco 
5378156.966,OX    Vel 
5379180.232,SV    Sco 
5380203.498,V4944 Sgr 
5381226.764,OS    Lac 
5382250.03,V0629 Oph 
5383273.296,V0980 Ori 
5384296.562,V0930 Cep 
5385319.829,V0729 Aur 
5386343.095,V0775 Her 
5387366.361,V0633 Vir 
5388389.627,BF    Psc 
5389412.893,V1689 Cen 
5390436.159,V0439 Cas 
5391459.425,NU    Ori 
5392482.691,V1383 Cyg 
5393505.957,KU    Lyr 
5394529.223,EN    Vel 
5395552.489,FM    Psc 
5396575.755,V1082 Per 
5397599.022,V0424 Her 
5398622.288,V0371 Lyr 
5399645.554,V1138 Her 
5400668.82,V0343 Vul 
5401692.086,EG    Cir
5402715.352,DH    Aps 
5403738.618,V1477 Aql 
5404761.884,V5753 Sgr 
5405785.15,V0892 Cas 
5406808.416,V0369 CVn 
5407831.682,PS    Aql 
5408854.949,V3582 Sgr 
5409878.215,UU    Sgr 
5410901.481,V3845 Oph 
5411924.747,V0765 Per 
5412948.013,V0484 Cep 
5413971.279,V1543 Sco 
5414994.545,V4291 Sgr 
5416017.811,TZ    Lep 
5417041.077,OT    Tel 
5418064.343,FL    Sco 
5419087.609,EW    CMi 
5420110.875,V0419 Sge 
5421134.142,V1328 Cyg 
5422157.408,BC    Lac 
5423180.674,IP    Tel 
5424203.94,V2305 Sgr 
5425227.206,V0402 Vir 
5426250.472,V3200 Sgr 
5427273.738,V6249 Sgr 
5428297.004,V2512 Ori 
5429320.27,V0686 Cas 
5430343.536,CW    Mus 
5431366.802,V0563 Her 
5432390.069,HS    CVn 
5433413.335,V0637 Mon 
5434436.601,LY    Peg 
5435459.867,V5561 Sgr 
5436483.133,CN    Psc 
5437506.399,V0514 Cam 
5438529.665,FZ    Vul 
5439552.931,V1738 Cyg 
5440576.197,V1090 Her 
5441599.463,KW    Aqr 
5442622.729,NY    Sge 
5443645.995,V0380 Vul 
5444669.262,BT    Hya 
5445692.528,V0470 Gem 
5446715.794,V0914 Cen 
5447739.06,V0850 Cep 
5448762.326,V0358 CVn 
5449785.592,KN    Ori 
5450808.858,LM    Mon 
5451832.124,HH    Del 
5452855.39,DZ    Lyr 
5453878.656,CW    Tuc 
5454901.922,V3738 Sgr 
5455925.188,V3016 Oph 
5456948.455,DV    Cam 
5457971.721,V0479 Car 
5458994.987,AZ    Sgr 
5460018.253,V0901 Oph 
5461041.519,CH    Car 
5462064.785,V2592 Cyg 
5463088.051,V1747 Cyg 
5464111.317,V0420 Sct 
5465134.583,V0613 Tau 
5466157.849,V0384 Lyn 
5467181.115,V4164 Sgr 
5468204.382,V0547 And 
5469227.648,V2572 Sgr 
5470250.914,OO    TrA 
5471274.18,V0379 Her 
5472297.446,V1315 Ori 
5473320.712,GL    Sco 
5474343.978,BR    Peg 
5475367.244,RX    Vel 
5476390.51,V1582 Ori 
5477413.776,SZ    Tau 
5478437.042,V1210 Aql 
5479460.308,V5396 Sgr 
5480483.575,V1260 Tau 
5481506.841,V1023 Ori 
5482530.107,V2621 Ori 
5483553.373,V2507 Sgr 
5484576.639,V1229 Cas 
5485599.905,V2788 Cyg 
5486623.171,V1298 Sco 
5487646.437,Y     Cru 
5488669.703,FT    Vir 
5489692.969,V0983 Cas 
5490716.235,V0823 Aql 
5491739.502,V0471 Tel 
5492762.768,UU    Boo 
5493786.034,V3033 Sgr 
5494809.3,CD    Tri 
5495832.566,V1145 Aql 
5496855.832,V4837 Sgr 
5497879.098,GI    Cam 
5498902.364,MU    Boo 
5499925.63,V0518 Tau 
5500948.896,V0590 Car 
5501972.162,DO    Car 
5502995.428,V1211 Aql 
5504018.695,V0690 Ori 
5505041.961,DD    Aps 
5506065.227,V0559 Per 
5507088.493,GZ    Sgr 
5508111.759,V0774 Car 
5509135.025,V0710 Cas 
5510158.291,V0573 Lac 
5511181.557,LQ    Leo 
5512204.823,V3460 Oph 
5513228.089,V0566 Oph 
5514251.355,V2928 Sgr 
5515274.622,V0935 Cen 
5516297.888,V2132 Oph 
5517321.154,BK    CMa 
5518344.42,V0403 Aql 
5519367.686,VV    Vir 
5520390.952,V0781 Cep 
5521414.218,ER    Vul 
5522437.484,IY    Mon 
5523460.75,VX    Cep 
5524484.016,V0698 Sgr 
5525507.282,V2474 Cyg 
5526530.548,FZ    Cen 
5527553.815,V0364 Lyn 
5528577.081,V0448 CVn 
5529600.347,FT    Vel 
5530623.613,V3064 Cyg 
5531646.879,BN    Hyi 
5532670.145,V0939 Ara 
5533693.411,V0625 Sgr 
5534716.677,V0504 Tel 
5535739.943,V0400 Aql 
5536763.209,V0525 Tau 
5537786.475,MP    Cas 
5538809.742,V0365 Lyr 
5539833.008,OO    Pav 
5540856.274,V2563 Sgr 
5541879.54,FU    TrA 
5542902.806,V1872 Cyg 
5543926.072,V1778 Oph 
5544949.338,AB    Hyi 
5545972.604,V1654 Her 
5546995.87,VW    And 
5548019.136,FU    Cap 
5549042.402,V0418 Lyr 
5550065.668,FZ    Per 
5551088.935,V1690 Sgr 
5552112.201,V1162 Sgr 
5553135.467,V0737 Lyr 
5554158.733,VY    Aur 
5555181.999,GM    Mon 
5556205.265,V5943 Sgr 
5557228.531,V4858 Sgr 
5558251.797,V1806 Sgr 
5559275.063,V1454 Oph 
5560298.329,DI    CVn 
5561321.595,CT    Lyn 
5562344.862,GO    UMa 
5563368.128,V0388 CMa 
5564391.394,V0702 Mon 
5565414.66,NO    Sgr 
5566437.926,OP    Sgr 
5567461.192,FI    Sco 
5568484.458,LN    Sgr 
5569507.724,U     UMa 
5570530.99,V1049 Her 
5571554.256,V1194 Her 
5572577.522,V1718 Cyg 
5573600.788,V1258 Oph 
5574624.055,EP    Cir
5575647.321,V0666 Cas 
5576670.587,RS    Oct 
5577693.853,V0696 Cyg 
5578717.119,V1104 Per 
5579740.385,V0479 Aps 
5580763.651,BU    Cep 
5581786.917,V0566 Vir 
5582810.183,V4052 Sgr 
5583833.449,V4039 Oph 
5584856.715,FW    Mon 
5585879.981,V1112 Her 
5586903.248,V1119 Sgr 
5587926.514,V1219 Cen 
5588949.78,AB    Lac 
5589973.046,V0872 Per 
5590996.312,HR    Del 
5592019.578,V2886 Cyg 
5593042.844,AG    Peg 
5594066.11,R     Sex 
5595089.376,V5015 Sgr 
5596112.642,PZ    Ori 
5597135.908,V0960 Tau 
5598159.175,V0485 Cam 
5599182.441,Y     Equ 
5600205.707,V1131 Ori 
5601228.973,V1087 Per 
5602252.239,WW    Sgr 
5603275.505,V0489 Oph 
5604298.771,BZ    Sge 
5605322.037,NP    Vel 
5606345.303,WX    Lup 
5607368.569,DP    Del 
5608391.835,V0540 Vul 
5609415.101,V5141 Sgr 
5610438.368,V5788 Sgr 
5611461.634,V0665 Ara 
5612484.9,V0535 Pup 
5613508.166,V0446 Pav 
5614531.432,X     Ind 
5615554.698,V0500 Ori 
5616577.964,V1895 Cen 
5617601.23,PQ    Tel 
5618624.496,V0750 Car 
5619647.762,V4142 Sgr 
5620671.028,V0723 And 
5621694.295,V0649 Lyr 
5622717.561,RX    Lac 
5623740.827,V1734 Sgr 
5624764.093,V3006 Sgr 
5625787.359,TY    Sct 
5626810.625,V0872 Cep 
5627833.891,GO    Lac 
5628857.157,V0859 Cen 
5629880.423,AW    Car 
5630903.689,GY    Leo 
5631926.955,V2003 Cyg 
5632950.221,W     Cet 
5633973.488,TW    Scl 
5634996.754,V0459 Vir 
5636020.02,V2198 Ori 
5637043.286,AY    Oph 
5638066.552,V0635 Lyr 
5639089.818,TX    CVn 
5640113.084,V0566 Car 
5641136.35,V3858 Oph 
5642159.616,FU    Lyr 
5643182.882,V0869 Aql 
5644206.148,OW    And 
5645229.415,NW    Del 
5646252.681,HS    Aqr 
5647275.947,V2502 Sgr 
5648299.213,V1086 Ara 
5649322.479,QS    Sge 
5650345.745,OV    Aur 
5651369.011,V3628 Sgr 
5652392.277,V0338 CrA 
5653415.543,V0457 Dra 
5654438.809,V1327 Sgr 
5655462.075,HX    Lyr 
5656485.341,FO    Sct 
5657508.608,V3044 Oph 
5658531.874,V0944 Cep 
5659555.14,GP    Gem 
5660578.406,BI    Boo 
5661601.672,AE    Ori 
5662624.938,NZ    Car 
5663648.204,QZ    Lyn 
5664671.47,V1519 Cyg 
5665694.736,V1633 Her 
5666718.002,V1133 Her 
5667741.268,V1227 Her 
5668764.535,V0951 Cas 
5669787.801,V1208 Her 
5670811.067,V0378 CrA 
5671834.333,V0797 Mon 
5672857.599,GZ    Aql 
5673880.865,V3134 Cyg 
5674904.131,V6143 Sgr 
5675927.397,DW    Psc 
5676950.663,V0478 Vir 
5677973.929,V3111 Cyg 
5678997.195,V0852 Cas 
5680020.461,V0641 Cas 
5681043.728,AS    Cam 
5682066.994,V2222 Oph 
5683090.26,SV    Cen 
5684113.526,V0801 Sco 
5685136.792,V0464 Cyg 
5686160.058,V0768 Her 
5687183.324,V5808 Sgr 
5688206.59,V0499 Per 
5689229.856,OO    Peg 
5690253.122,V1737 Oph 
5691276.388,V0666 Sco 
5692299.655,CW    Lup 
5693322.921,V0379 Del 
5694346.187,KX    Cen 
5695369.453,V0491 Per 
5696392.719,OW    Ser 
5697415.985,ET    Cyg 
5698439.251,AA    UMi 
5699462.517,V0436 Ara 
5700485.783,DI    Cnc 
5701509.049,V2713 Ori 
5702532.315,ER    Vir 
5703555.581,V3071 Cyg 
5704578.848,V3537 Sgr 
5705602.114,V1084 Sgr 
5706625.38,GZ    CrA 
5707648.646,EI    Cep 
5708671.912,GG    And 
5709695.178,PS    Tau 
5710718.444,V1323 Cyg 
5711741.71,V0536 Cas 
5712764.976,V1243 Her 
5713788.242,V0376 CrA 
5714811.508,V0641 Ser 
5715834.775,V4775 Sgr 
5716858.041,AU    Tuc 
5717881.307,HV    CrA 
5718904.573,V0379 Lib 
5719927.839,V0692 Car 
5720951.105,NS    Boo 
5721974.371,V2418 Sgr 
5722997.637,V0746 Her 
5724020.903,V4165 Oph 
5725044.169,V1211 Oph 
5726067.435,NX    Cas 
5727090.701,V1116 Tau 
5728113.968,RR    Scl 
5729137.234,V3032 Sgr 
5730160.5,V0860 Ara 
5731183.766,QR    Mus 
5732207.032,HN    Cen 
5733230.298,V1352 Cen 
5734253.564,GZ    Cas 
5735276.83,GZ    Nor 
5736300.096,AN    Car 
5737323.362,MW    Peg 
5738346.628,V0370 Boo 
5739369.894,CF    Vul 
5740393.161,V3973 Sgr 
5741416.427,V4510 Sgr 
5742439.693,V0796 Ori 
5743462.959,V0938 Tau 
5744486.225,XX    Cap 
5745509.491,HM    Vel 
5746532.757,V1611 Cen 
5747556.023,DU    CMa 
5748579.289,V1254 Oph 
5749602.555,KL    UMa 
5750625.821,V3790 Oph 
5751649.088,V0798 Car 
5752672.354,V1084 Ara 
5753695.62,RZ    Lup 
5754718.886,V2517 Cyg 
5755742.152,V0356 Lib 
5756765.418,AR    Sct 
5757788.684,V1515 Sco 
5758811.95,FH    Cir
5759835.216,V0865 Sco 
5760858.482,HV    Boo 
5761881.748,MW    CMa 
5762905.014,PY    Cas 
5763928.281,V0401 Car 
5764951.547,V0818 Aql 
5765974.813,V4089 Oph 
5766998.079,V0431 Per 
5768021.345,V1771 Sgr 
5769044.611,MY    Aql 
5770067.877,HZ    Boo 
5771091.143,QQ    Cep 
5772114.409,V0771 Sgr 
5773137.675,V0438 Lyr 
5774160.941,V0568 Aur 
5775184.208,S     Boo 
5776207.474,TW    Aur 
5777230.74,GV    Vir 
5778254.006,RU    Scl 
5779277.272,V0452 And 
5780300.538,V0346 Ori 
5781323.804,V0472 Aur 
5782347.07,V1031 Cen 
5783370.336,HL    Ser 
5784393.602,V0791 Her 
5785416.868,V2573 Oph 
5786440.134,TZ    Cap 
5787463.401,IZ    Sge 
5788486.667,HS    Cha
5789509.933,BX    Ari 
5790533.199,V0542 And 
5791556.465,SY    PsA 
5792579.731,V0350 Cen 
5793602.997,V1182 Cas 
5794626.263,TY    Hya 
5795649.529,IX    Aur 
5796672.795,V0543 Her 
5797696.061,OR    Mon 
5798719.328,PP    And 
5799742.594,V1294 Ori 
5800765.86,V0366 Ara 
5801789.126,AN    Aql 
5802812.392,V1907 Sgr 
5803835.658,VV    Pav 
5804858.924,V0609 Oph 
5805882.19,FG    Psc 
5806905.456,RR    Hor 
5807928.722,V2112 Cyg 
5808951.988,V0360 Cas 
5809975.254,V3818 Sgr 
5810998.521,V1920 Cyg 
5812021.787,V0363 Peg 
5813045.053,V2627 Sgr 
5814068.319,GU    Gem 
5815091.585,V1345 Cas 
5816114.851,V5016 Sgr 
5817138.117,GV    Tel 
5818161.383,V1287 Cyg 
5819184.649,YY    Pyx 
5820207.915,V1410 Cen 
5821231.181,EP    Tel 
5822254.448,V0695 Cen 
5823277.714,V0742 Oph 
5824300.98,OU    Aps 
5825324.246,HL    Pup 
5826347.512,V1298 Her 
5827370.778,V1228 Cen 
5828394.044,V0812 Ori 
5829417.31,V0356 Vul 
5830440.576,V0860 Cen 
5831463.842,V1610 Cen 
5832487.108,ZZ    Nor 
5833510.374,V0837 Aql 
5834533.641,V0370 Cas 
5835556.907,V0628 Cen 
5836580.173,V0393 Car 
5837603.439,CY    Del 
5838626.705,TU    Com 
5839649.971,V1000 Sco 
5840673.237,RU    UMa 
5841696.503,V5758 Sgr 
5842719.769,V0509 Tel 
5843743.035,V2440 Sgr 
5844766.301,V0641 Ara 
5845789.568,V0521 Cam 
5846812.834,V0902 Cep 
5847836.1,V3792 Sgr 
5848859.366,IY    Lyr 
5849882.632,V0629 Sco 
5850905.898,V1377 Cen 
5851929.164,SY    Dor 
5852952.43,V0549 Mon 
5853975.696,TT    Cru 
5854998.962,V0544 Vir 
5856022.228,TT    Aps 
5857045.494,V0730 Pup 
5858068.761,BN    Cet 
5859092.027,V     Cru 
5860115.293,V0625 Sco 
5861138.559,MR    Cyg 
5862161.825,V0460 CrA 
5863185.091,V0658 Ser 
5864208.357,S     Cir
5865231.623,BK    Hya 
5866254.889,V0707 Ara 
5867278.155,AT    Scl 
5868301.421,V0434 Aps 
5869324.687,V0672 Lyr 
5870347.954,HI    Vir 
5871371.22,V0371 Com 
5872394.486,V3067 Sgr 
5873417.752,V2988 Oph 
5874441.018,V1862 Cyg 
5875464.284,V0395 Sct 
5876487.55,HL    CrA 
5877510.816,V0517 Oph 
5878534.082,V6284 Sgr 
5879557.348,DQ    Ari 
5880580.614,V2450 Ori 
5881603.881,V2485 Oph 
5882627.147,V1808 Sgr 
5883650.413,V1699 Cen 
5884673.679,V0842 Tau 
5885696.945,V0738 Cyg 
5886720.211,AA    LMi 
5887743.477,T     Ser 
5888766.743,V0455 Lyr 
5889790.009,V1953 Ori 
5890813.275,FY    Cet 
5891836.541,V0572 Per 
5892859.807,BQ    CrA 
5893883.074,V0843 Aql 
5894906.34,V1167 Ara 
5895929.606,AU    Vel 
5896952.872,IX    Cnc 
5897976.138,EN    Psc 
5898999.404,V0937 Aql 
5900022.67,V4702 Sgr 
5901045.936,V1032 Ori 
5902069.202,V1734 Cen 
5903092.468,BN    Scl 
5904115.734,V5442 Sgr 
5905139.001,V1037 Tau 
5906162.267,MR    Tel 
5907185.533,NU    Ser 
5908208.799,V0479 Vir 
5909232.065,V0584 Aur 
5910255.331,V2699 Sgr 
5911278.597,V0470 Pup 
5912301.863,BI    Cen 
5913325.129,LV    Leo 
5914348.395,BY    Car 
5915371.661,V0490 And 
5916394.927,V1512 Oph 
5917418.194,WY    Cap 
5918441.46,V2111 Cyg 
5919464.726,V1319 Sco 
5920487.992,NN    Dra 
5921511.258,PP    Oph 
5922534.524,V0449 CVn 
5923557.79,V1213 Her 
5924581.056,IS    Mon 
5925604.322,V3986 Oph 
5926627.588,BF    Gru 
5927650.854,OQ    Mus 
5928674.121,V0918 Tau 
5929697.387,V0358 Sge 
5930720.653,AU    Cas 
5931743.919,V0516 Peg 
5932767.185,EE    CMi 
5933790.451,BT    Vel 
5934813.717,V0844 Ori 
5935836.983,V0405 Gem 
5936860.249,V1548 Sco 
5937883.515,V0600 Per 
5938906.781,V0730 Vir 
5939930.047,V0451 CVn 
5940953.314,V1930 Ori 
5941976.58,DE    Cyg 
5942999.846,RT    Tau 
5944023.112,DG    Lup 
